4.034765477545143586e-01 1.129292746976440220e-01 -2.827568360928172098e-01 8.226783801572614685e-01 -9.581317643465334655e-01 -3.684536975010079818e-01 -8.862372044447068831e-01 5.330546324432543503e-01 4.042149082275852123e-01 -3.372955625273659219e-01
9.625151547825536724e-01 -2.367670017817300465e-01 5.504690777981120497e-01 -3.148178343777363608e-01 2.553377543176174047e-01 -6.159678305199265402e-01 -7.079579614060749204e-01 8.761282791362625666e-01 8.352945558088669120e-01 7.749378804257647246e-01
8.766809136420756765e-01 -6.375338676686796990e-01 -8.670074652664450099e-01 4.822412985801181051e-01 1.489462263598237968e-01 6.836575535165441142e-01 -7.204552467474210076e-01 5.905346237197803827e-01 -5.967453599045109414e-01 -6.726881142685909865e-01
-6.755331884350412874e-01 -9.747849600484819188e-01 1.195113672767651458e-01 5.479924424535265182e-02 4.387072447383171259e-01 7.805161060356042846e-01 -8.411868307139409584e-01 4.629929806807246973e-01 -6.251761118048355659e-01 7.163541063143279430e-01
-9.794310081286159431e-01 4.320999464842889548e-01 4.124923251105243605e-01 2.453790818995948975e-01 9.802176921737315585e-01 -3.762411284725495353e-01 -3.200562724135036508e-01 -8.421211941068889040e-01 -1.144037269125250944e-01 -4.779029475303038232e-01
-2.508942259597572999e-01 -6.662795966024943617e-01 -1.389413230755849327e-01 -7.148117118361825284e-01 7.801940703676166766e-01 -3.082450785242851765e-01 -6.910805055533524310e-01 -9.491044801884982451e-01 2.916447725729685025e-01 2.738046349094864773e-01
4.266991717691048791e-01 7.904136753743986610e-01 2.335488423133225133e-02 6.422697053063131101e-02 -7.856559773204478958e-01 -1.051752663530907128e-01 6.523453291004632781e-02 -5.150589927305406768e-01 -4.615135381012380744e-01 -2.454316737907547008e-01
-9.044372706371892612e-01 -2.955380498585093996e-01 7.131439773666714554e-01 -2.078910451290665318e-01 -6.016862048058659873e-01 -1.504116373371764404e-01 -2.288949970166613834e-01 8.308324029334068772e-01 5.238687514861941619e-01 1.023111148801270076e-02
-9.734375930828398360e-01 8.403059695945214180e-02 -8.087404498895622851e-02 -2.064111558413905811e-03 -8.555736293296241080e-01 3.688707221386149371e-01 6.440829717268892196e-03 5.302976997225279376e-01 -2.941873187656929289e-02 -7.012367275471358408e-01
-8.868649442857412524e-02 2.402651956030734670e-01 -4.452376340377346420e-01 -6.237576805524773782e-01 -7.260319012003568773e-02 -2.932955439478943660e-01 1.673122237017441449e-01 -8.445307260700303242e-01 9.487896153323329695e-01 9.724214889592057709e-01
6.076097809669502858e-01 -7.257030236945136714e-01 1.613981691085699666e-01 1.101752077972784072e-02 -7.118424279736008664e-01 2.479969710579648101e-01 -4.527191642784567094e-01 -2.433136291197501855e-02 -8.354553514458762375e-01 -8.083188557275389208e-02
